GAME,LOCATION,COORD_X,COORD_Y,DISTANCE,SHOT_CLOCK,DRIBBLES,TOUCHES,AREA,ASSISTS,EXTRA_PASS,FROM,END,TARGET,SITUATION,FINAL,PERIOD,SCORE,DIFFERENCE,PLAYER,Column,LINK,CHAMP_LEVEL,SEASON,COACH
vsMontegranaro,H,551.0,67.0,7.660795324246693,12.0,13.0,1.0,0.0,0.0,0.0,DR,3_SHOT_MADE,1.0,I,W,3.0,42--40,2.0,Phil Greene IV,,team/montegranaro/45,A2,2017/2141,Luca Dalmonte
vsMontegranaro,H,705.0,156.0,2.5502541049864034,16.0,11.0,1.0,1.0,0.0,0.0,SHOT_IN,X_TURNOVER,0.0,I,W,3.0,45--43,2.0,Matteo Palermo,,team/montegranaro/46,A2,2017/2142,Luca Dalmonte
vsMontegranaro,H,585.0,391.0,7.747269260842816,16.0,5.0,2.0,0.0,0.0,0.0,DR,3_SHOT_MISSED,0.0,FB,W,3.0,45--43,2.0,Jamal Jones,,team/montegranaro/47,A2,2017/2143,Luca Dalmonte
vsMontegranaro,H,671.0,245.0,1.1732454986063232,16.0,8.0,2.0,1.0,0.0,0.0,STEAL,2_SHOT_MADE,1.0,FB,W,3.0,45--43,2.0,Phil Greene IV,,team/montegranaro/48,A2,2017/2144,Luca Dalmonte
vsMontegranaro,H,626.0,362.0,6.057567581133536,9.0,11.0,3.0,0.0,0.0,0.0,SHOT_IN,2_SHOT_MISSED,0.0,CO,W,3.0,47--45,2.0,Mitchell Poletti,,team/montegranaro/49,A2,2017/2145,Luca Dalmonte
vsMontegranaro,H,669.0,267.0,2.02687468778906,17.0,4.0,2.0,1.0,0.0,0.0,STEAL,2_SHOT_MISSED,0.0,FB,W,3.0,47--45,2.0,Jamal Jones,,team/montegranaro/50,A2,2017/2146,Luca Dalmonte
vsMontegranaro,H,671.0,243.0,1.0982499715456404,12.0,2.0,0.0,1.0,0.0,0.0,OR,2_FS,0.0,I,W,3.0,47--45,2.0,Mattia Udom,,team/montegranaro/51,A2,2017/2147,Luca Dalmonte
vsMontegranaro,H,612.0,222.0,2.6234566891793736,12.0,14.0,3.0,1.0,0.0,0.0,SHOT_IN,X_TURNOVER,0.0,I,W,3.0,49--47,2.0,Jamal Jones,,team/montegranaro/52,A2,2017/2148,Luca Dalmonte
vsMontegranaro,H,666.0,216.0,0.507,23.0,1.0,0.0,1.0,0.0,0.0,STEAL,2_SHOT_MADE,1.0,FB,W,3.0,49--47,2.0,Mattia Udom,,team/montegranaro/53,A2,2017/2149,Luca Dalmonte
vsMontegranaro,H,613.0,238.0,2.7132342324244694,18.0,16.0,3.0,1.0,0.0,0.0,THROW-IN,2_SHOT_MISSED,0.0,I,W,3.0,52--47,5.0,Phil Greene IV,,team/montegranaro/54,A2,2017/2150,Luca Dalmonte
vsMontegranaro,H,507.0,306.0,7.570823204909754,11.0,2.0,1.0,0.0,0.0,0.0,OR,3_SHOT_MISSED,0.0,CO,W,3.0,52--47,5.0,Jamal Jones,,team/montegranaro/55,A2,2017/2151,Luca Dalmonte
vsMontegranaro,H,672.0,17.0,7.765800023178552,9.0,11.0,4.0,0.0,1.0,1.0,DR,3_SHOT_MADE,1.0,CO,W,3.0,52--47,5.0,Jamal Jones,,team/montegranaro/56,A2,2017/2152,Luca Dalmonte
vsMontegranaro,H,537.0,170.0,5.821329744998131,13.0,10.0,1.0,0.0,1.0,0.0,DR,2_SHOT_MADE,1.0,CO,W,3.0,55--47,8.0,Mitchell Poletti,,team/montegranaro/57,A2,2017/2153,Luca Dalmonte
vsMontegranaro,H,500.0,155.0,7.375228945598909,6.0,12.0,4.0,0.0,0.0,0.0,SHOT_IN,3_SHOT_MADE,1.0,I,W,3.0,57--49,8.0,Phil Greene IV,,team/montegranaro/58,A2,2017/2154,Luca Dalmonte
vsMontegranaro,H,545.0,192.0,5.30915925547539,9.0,10.0,3.0,0.0,0.0,0.0,SHOT_IN,2_SHOT_MISSED,0.0,C,W,3.0,60--52,8.0,Jamal Jones,,team/montegranaro/59,A2,2017/2155,Luca Dalmonte
vsMontegranaro,H,417.0,198.0,10.242086115630935,15.0,5.0,3.0,0.0,0.0,0.0,SHOT_IN,X_FS,0.0,I,W,3.0,60--54,6.0,Andrea Amato,,team/montegranaro/60,A2,2017/2156,Luca Dalmonte
vsMontegranaro,H,669.0,18.0,7.731842212564868,2.0,10.0,9.0,0.0,1.0,1.0,DR,3_SHOT_MADE,1.0,CO,W,3.0,62--54,8.0,Riccardo Visconti,,team/montegranaro/61,A2,2017/2157,Luca Dalmonte
vsMontegranaro,H,168.0,215.0,19.929038160433134,1.0,1.0,0.0,0.0,0.0,0.0,DR,3_SHOT_MISSED,0.0,I,W,3.0,65--54,11.0,Jamal Jones,,team/montegranaro/62,A2,2017/2158,Luca Dalmonte
vsMontegranaro,H,517.0,324.0,7.593290986127161,7.0,13.0,4.0,0.0,1.0,0.0,DR,3_SHOT_MADE,1.0,CO,W,4.0,65--54,11.0,Andrea Amato,,team/montegranaro/63,A2,2017/2159,Luca Dalmonte
vsMontegranaro,H,508.0,123.0,7.591487996433901,14.0,11.0,2.0,0.0,0.0,0.0,DR,3_SHOT_MADE,1.0,P,W,4.0,68--54,14.0,Jamal Jones,,team/montegranaro/64,A2,2017/2160,Luca Dalmonte
vsMontegranaro,H,662.0,413.0,7.711553539981422,15.0,4.0,5.0,0.0,0.0,0.0,DR,3_SHOT_MISSED,0.0,CO,W,4.0,71--54,17.0,Riccardo Visconti,,team/montegranaro/65,A2,2017/2161,Luca Dalmonte
vsMontegranaro,H,548.0,70.0,7.650066470299457,11.0,6.0,5.0,0.0,0.0,0.0,STEAL,3_SHOT_MISSED,0.0,OS,W,4.0,71--54,17.0,Jamal Jones,,team/montegranaro/66,A2,2017/2162,Luca Dalmonte
vsMontegranaro,H,613.0,92.0,5.478354862547697,11.0,12.0,1.0,0.0,0.0,0.0,DR,2_SHOT_MISSED,0.0,P+I,W,4.0,71--54,17.0,Jamal Jones,,team/montegranaro/67,A2,2017/2163,Luca Dalmonte
vsMontegranaro,H,528.0,327.0,7.308937132032263,10.0,10.0,2.0,0.0,0.0,0.0,DR,3_SHOT_MADE,1.0,P,W,4.0,71--54,17.0,Andrea Amato,,team/montegranaro/68,A2,2017/2164,Luca Dalmonte
vsMontegranaro,H,660.0,250.0,1.518998683343735,4.0,11.0,7.0,1.0,0.0,0.0,SHOT_IN,2_SHOT_MISSED,0.0,I,W,4.0,74--57,17.0,Phil Greene IV,,team/montegranaro/69,A2,2017/2165,Luca Dalmonte
vsMontegranaro,H,648.0,212.0,1.2190229694308472,14.0,0.0,0.0,1.0,0.0,0.0,OR,2_SHOT_MISSED,0.0,I,W,4.0,74--57,17.0,Curtis Nwohuocha,,team/montegranaro/70,A2,2017/2166,Luca Dalmonte
vsMontegranaro,H,684.0,142.0,2.892580335963031,10.0,2.0,0.0,1.0,0.0,0.0,OR,X_TURNOVER,0.0,I,W,4.0,74--57,17.0,Riccardo Visconti,,team/montegranaro/71,A2,2017/2167,Luca Dalmonte
vsMontegranaro,H,526.0,98.0,7.5354822672473984,5.0,7.0,8.0,0.0,0.0,0.0,SHOT_IN,3_SHOT_MADE,1.0,I,W,4.0,74--60,14.0,Andrea Amato,,team/montegranaro/72,A2,2017/2168,Luca Dalmonte
vsMontegranaro,H,590.0,165.0,4.000495219344725,8.0,6.0,9.0,0.0,0.0,0.0,THROW-IN,2_SHOT_MADE,1.0,I,W,4.0,78--61,17.0,Phil Greene IV,,team/montegranaro/73,A2,2017/2169,Luca Dalmonte
vsMontegranaro,H,502.0,264.0,7.152327802890469,6.0,13.0,5.0,0.0,0.0,0.0,SHOT_IN,3_SHOT_MADE,1.0,P+I,W,4.0,80--62,18.0,Andrea Amato,,team/montegranaro/74,A2,2017/2170,Luca Dalmonte
vsMontegranaro,H,505.0,329.0,8.091442702015506,4.0,8.0,2.0,0.0,1.0,0.0,THROW-IN,3_SHOT_MADE,1.0,CO,W,4.0,83--64,19.0,Andrea Amato,,team/montegranaro/75,A2,2017/2171,Luca Dalmonte
vsMontegranaro,H,526.0,84.0,7.88079900771489,18.0,6.0,2.0,0.0,0.0,0.0,DR,3_SHOT_MADE,1.0,FB,W,4.0,86--64,22.0,Phil Greene IV,,team/montegranaro/76,A2,2017/2172,Luca Dalmonte
vsMontegranaro,H,668.0,193.0,0.9943088051505931,5.0,15.0,4.0,1.0,0.0,0.0,SHOT_IN,2_SHOT_MISSED,0.0,I,W,4.0,89--66,23.0,Mattia Udom,,team/montegranaro/77,A2,2017/2173,Luca Dalmonte
vsMontegranaro,H,557.0,233.0,4.8039705452885535,10.0,8.0,2.0,0.0,0.0,0.0,THROW-IN,2_SHOT_MADE,1.0,I,W,4.0,89--66,23.0,Mattia Udom,,team/montegranaro/78,A2,2017/2174,Luca Dalmonte
vsMontegranaro,H,499.0,228.0,7.035582705078521,14.0,4.0,2.0,0.0,0.0,0.0,THROW-IN,3_SHOT_MISSED,0.0,P+I,W,4.0,91--66,25.0,Andrea Amato,,team/montegranaro/79,A2,2017/2175,Luca Dalmonte
vsMontegranaro,H,383.0,184.0,11.61126349713932,12.0,14.0,1.0,0.0,0.0,0.0,DR,X_TURNOVER,0.0,I,W,4.0,91--66,25.0,Andrea Amato,,team/montegranaro/80,A2,2017/2176,Luca Dalmonte
vsMontegranaro,H,546.0,252.0,5.373656576298861,11.0,12.0,5.0,0.0,0.0,0.0,SHOT_IN,2_SHOT_MADE,1.0,CO,W,4.0,91--68,23.0,Jamal Jones,,team/montegranaro/81,A2,2017/2177,Luca Dalmonte
vsMontegranaro,H,663.0,243.0,1.2240036764650668,3.0,18.0,2.0,1.0,0.0,0.0,DR,2_SHOT_MADE,1.0,C,W,4.0,93--68,25.0,Mitchell Poletti,,team/montegranaro/82,A2,2017/2178,Luca Dalmonte
